bug_id,"bug_severity","priority","product","version","component","status_whiteboard","keywords","op_sys","assigned_to","bug_status","resolution","short_desc"
126149,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0458 kernel: speculative pointer dereference in do_prlimit() in kernel/sys.c"
126280,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-2513 kernel: ext4: use-after-free in ext4_xattr_set_entry()"
126471,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-33203 linux_kernel: a race condition in drivers/net/ethernet/qualcomm/emac/emac.c"
126497,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-33288 kernel: use-after-free in bq24190_remove in drivers/power/supply/bq24190_charger.c"
126510,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0459 kernel: speculation bypass in acces_ok"
126518,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-2898 kernel: A null-ptr-deref bug in f2fs_write_end_io in fs/f2fs/data.c"
126661,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-34256 linux_kernel: out-of-bounds read in crc16 in lib/crc16.c"
126934,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3212 kernel: gfs2: NULL pointer dereference in gfs2_evict_inode()"
126981,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3159 kernel: use after free issue in driver/firewire in outbound_phy_packet_callback"
126988,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3161 kernel: fbcon: shift-out-of-bounds in fbcon_set_font()"
127541,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-37454 linux_kernel: use-after-free in  fs/udf/super.c."
127664,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3863 kernel: use-after-free in nfc_llcp_find_loca in net/nfc/llcp_core.c"
127670,"normal","P3","CentOS","7.9 Nokia","Kernel",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-20593 (Zenbleed) hw: amd: Cross-Process Information Leak"
113328,"normal","P3","CentOS","7.9 Standard","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-39537 ncurses: heap-based buffer overflow in _nc_captoinfo() in captoinfo.c"
113890,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-43519 lua: Recursive coroutine with pcall leads to stackoverflow of interpreter"
115428,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-46658 mariadb:  save_window_function_values triggers an abort during IN subquery"
115439,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-46659 mariadb: Crash executing query with VIEW, aggregate and subquery"
115459,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-46661 mariadb: MariaDB allows an application crash"
115467,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-46662 mariadb: MariaDB through 10.5.9 allows a set_var.cc application crash via certain uses of an UPDATE statement in conjunction with a nested subquery."
115829,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-23192 samba: Subsequent DCE/RPC fragment injection vulnerability"
117160,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27376 mariadb: use-after-free in the component Item_args::walk_arg"
117168,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27377 mariadb: use-after-free in the component Item_func_in::cleanup() of item_cmpfunc.h"
117179,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27379 mariadb: server crash in component Arg_comparator::compare_real_fixed"
117187,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27378 mariadb: server crash in Create_tmp_table::finalize"
117195,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27380 mariadb: server crash at my_decimal::operator="
117203,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27381 mariadb: server crash at Field::set_default via specially crafted SQL statements."
117211,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27382 mariadb: SEGV via component Item_field::used_tables/update_depend_map_for_order or Assertion `fixed == 1'"
117319,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-24765 git: On multi-user machines Git users might find themselves unexpectedly in a Git worktree"
117335,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27383 mariadb: use-after-free in my_strcasecmp_8bit() of ctype-simple.c"
117355,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27384 mariadb: crash via component Item_subselect::init_expr_cache_tracker."
117363,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27385 mariadb: crash in Used_tables_and_const_cache::used_tables_and_const_cache_join"
117371,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27386 mariab: SEGV via the component sql/sql_class.cc."
117379,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-27387 mariadb: global-buffer-overflow in decimal_bin_size of decimal.c"
117836,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-21427 mysql: Server: FTS unspecified vulnerability (CPU Apr 2022)"
117846,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-21451 mysql: InnoDB unspecified vulnerability (CPU Apr 2022)"
118203,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-31621 mariadb: improper locking due to unreleased lock in the ds_xbstream.cc"
118212,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-31622 mariadb: improper locking due to the unreleased lock in extra/mariabackup/ds_compress.cc"
118221,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-31623 mariadb: improper locking due to the unreleased lock in extra/mariabackup/ds_compress.cc"
118230,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-31624 mariadb: DoS due to improper locking due to unreleased lock in plugin/server_audit/server_audit.c"
119603,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32084 mariadb: Server SEGV issue"
119612,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32085 mariadb: server crash in Item_func_in::cleanup/Item::cleanup_processor"
119621,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32086 mariadb: server crash in Item_field::fix_outer_field for INSERT SELECT"
119630,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32087 mariadb: server crash in Item_args::walk_args"
119639,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32088 mariadb:  segmentation fault via the component Exec_time_tracker"
119648,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32089 mariadb: segmentation fault via the component st_select_lex_unit"
119657,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32091 mariadb: use-after-poison in in __interceptor_memset."
119677,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-35604 mysql: InnoDB unspecified vulnerability (CPU Oct 2021)"
119706,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-2389 mysql: InnoDB unspecified vulnerability (CPU Jul 2021)"
119792,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-28735 grub2: shim_lock verifier allows non-kernel files to be loaded"
119806,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-28736 grub2: use-after-free in grub_cmd_c"
119820,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-28737 shim: Buffer overflow when loading crafted EFI images"
