bug_id,"bug_severity","priority","product","version","op_sys","assigned_to","bug_status","resolution","short_desc"
119268,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2207 vim: heap-based buffer overflow in function ins_bs"
119282,"normal","P3","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2208 vim: null pointer dereference in function diff_check"
119296,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2210 vim: out-of-bound write in function ml_append_int"
119310,"normal","P3","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2231 vim: null pointer derefernce in function skipwhite may lead to DoS"
119448,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2257 vim: an out-of-bound read in function msg_outtrans_special"
119462,"normal","P3","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2264 vim: out of bounds read in inc() at misc2.c"
119476,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2284 vim: out of bounds read in utfc_ptr2len() at mbyte.c"
119490,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2285 vim: integer overflow in del_typebuf() at getchar.c"
119504,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2286 vim: out of bounds read in ins_bytes() at change.c"
119518,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2287 vim: out of bounds read in suggest_trie_walk() at spellsuggest.c"
119532,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2288 vim: out of bounds write in parse_command_modifiers() at ex_docmd.c"
119546,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2289 vim: use after free in ex_diffgetput() at  diff.c"
119560,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2304 vim: stack buffer overflow in spell_dump_compl() at spell.c"
119839,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2344 vim: heap-based buffer overflow in ins_compl_add() in insexpand.c"
119854,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2345 vim: use-after-free in skipwhite() in charset.c"
120259,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2522 vim: Buffer overflow in autocmd."
120449,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2571 vim: Heap-based Buffer Overflow in vim"
120463,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2580 vim: Out-of-bounds Read in  vim"
120477,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2581 vim: Out-of-bounds Read in vim src/regexp.c"
120491,"normal","P3","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2598 vim: Undefined Behavior for Input to API in vim"
120686,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2816 vim: out-of-bounds read in check_vim9_unlet() at src/vim9cmds.c"
120700,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2817 vim: heap use-after-free in string_quote() at src/strings.c"
120714,"serious","P2","CentOS","8.3 Standard","---","secbugz@mvista.com","NEW",,"CVE-2022-2819 vim: heap buffer overflow in compile_lock_unlock() at src/vim9cmds.c"
